x,y,z,directionX,directionY,directionZ,q_magnitude
-2.25,1.25,-0.75,0.755788,0.448436,0.477167,2.83312e-07
-2,1,-1.5,0.852991,0.247754,0.459373,3.22296e-07
-1.75,1.25,-1.25,0.731438,0.528608,0.430781,2.7252e-07
-2.5,0.5,-0.5,0.757747,-0.165856,0.631119,5.91018e-07
-2.25,0.75,-0.25,0.749229,0.382669,0.540574,4.45714e-07
-2,0.5,0,0.67427,-0.311749,0.669457,1.45105e-06
-1.75,0.75,0.25,0.747472,0.340937,0.570129,9.70405e-07
-2.5,1,0,0.683326,-0.318331,0.657062,8.71465e-07
-2.25,1.25,0.25,0.770987,0.340517,0.53817,6.31074e-07
-2,1,-0.5,0.787372,-0.0826915,0.610907,7.16783e-07
-1.75,1.25,-0.25,0.750588,0.427908,0.5035,5.85385e-07
-2.5,0.5,0.5,0.553168,-0.501758,0.665014,1.94059e-06
-2.25,0.75,0.75,0.791025,0.172667,0.586912,1.37921e-06
-2,0.5,1,0.717351,0.0375639,0.695698,4.94031e-06
-1.75,0.75,1.25,0.785103,-0.063831,0.616068,1.68667e-06
-2.5,1,1,0.740115,0.0543265,0.670283,3.1078e-06
-2.25,1.25,1.25,0.808376,-0.0480583,0.586702,1.06095e-06
-2,1,0.5,0.592677,-0.461673,0.659994,2.35231e-06
-1.75,1.25,0.75,0.804324,0.222291,0.551044,1.84793e-06
-2.5,0.5,1.5,0.748537,0.258439,0.610657,4.12445e-06
-2,1,1.5,0.762623,0.291982,0.577194,5.73641e-06
-2.5,1.5,-1.5,0.864618,0.242739,0.439903,2.07081e-07
-2,1.5,-1,0.846545,0.149031,0.51103,3.99899e-07
-2.5,1.5,-0.5,0.80209,-0.0782441,0.592055,4.39418e-07
-2,1.5,0,0.720048,-0.249993,0.647329,1.03394e-06
-2.5,1.5,0.5,0.59023,-0.476899,0.651303,1.39157e-06
-2,1.5,1,0.762601,0.113949,0.636753,4.06363e-06
-2.5,1.5,1.5,0.783955,0.299551,0.543768,3.71475e-06
-1.5,-1.5,-1.5,0.805347,0.0752361,0.588009,8.10463e-07
-1.25,-1.25,-1.25,0.677013,0.471856,0.564806,5.18616e-07
-1,-1.5,-1,0.762541,-0.0247435,0.646467,1.74687e-06
-0.75,-1.25,-0.75,0.655274,0.447821,0.608335,1.05664e-06
-1.5,-1,-1,0.777028,-0.0307199,0.628716,1.10114e-06
-1.25,-0.75,-0.75,0.681646,0.439372,0.585074,7.23075e-07
-1,-1,-1.5,0.818309,0.170415,0.548934,1.00724e-06
-0.75,-0.75,-1.25,0.668312,0.537101,0.514666,6.93654e-07
-1.5,-1.5,-0.5,0.678625,-0.220768,0.700521,2.01225e-06
-1.25,-1.25,-0.25,0.659897,0.343567,0.668205,1.09058e-06
-1,-1.5,0,0.613313,-0.31922,0.722458,5.21486e-06
-0.75,-1.25,0.25,0.651043,0.27737,0.706547,2.4104e-06
-1.5,-1,0,0.619459,-0.340092,0.707536,3.18902e-06
-1.25,-0.75,0.25,0.680622,0.286618,0.674243,1.62077e-06
-1,-1,-0.5,0.718231,-0.148719,0.679726,2.54875e-06
-0.75,-0.75,-0.25,0.669771,0.400772,0.625131,1.52159e-06
-1.5,-1.5,0.5,0.52339,-0.461852,0.71607,6.92254e-06
-1.25,-1.25,0.75,0.684721,0.0740864,0.72503,3.52091e-06
-1,-1.5,1,0.613743,-0.0738962,0.78604,1.38967e-05
-0.75,-1.25,1.25,0.669769,-0.161654,0.72476,4.86857e-06
-1.5,-1,1,0.637547,-0.0569515,0.768303,8.94557e-06
-1.25,-0.75,1.25,0.697948,-0.151508,0.699938,3.12483e-06
-1,-1,0.5,0.567373,-0.427212,0.703972,8.9148e-06
-0.75,-0.75,0.75,0.713362,0.133574,0.687949,5.0007e-06
-1.5,-1.5,1.5,0.649641,0.175628,0.739677,9.39534e-06
-1,-1,1.5,0.672029,0.21437,0.708818,1.39603e-05
-1.5,-0.5,-1.5,0.830564,0.164877,0.531957,6.49365e-07
-1.25,-0.25,-1.25,0.693559,0.518146,0.500501,4.76106e-07
-1,-0.5,-1,0.799684,0.0598827,0.597428,1.35593e-06
-0.75,-0.25,-0.75,0.678542,0.497905,0.540066,9.66982e-07
-1.5,0,-1,0.81274,0.0558669,0.579942,8.51705e-07
-1.25,0.25,-0.75,0.705488,0.481871,0.5197,6.48505e-07
-1,0,-1.5,0.830413,0.260978,0.492245,7.76922e-07
-0.75,0.25,-1.25,0.678429,0.577517,0.454101,6.07148e-07
-1.5,-0.5,-0.5,0.730378,-0.1586,0.664375,1.56901e-06
-1.25,-0.25,-0.25,0.69743,0.396295,0.597111,1.02018e-06
-1,-0.5,0,0.662547,-0.283842,0.693156,3.98057e-06
-0.75,-0.25,0.25,0.695847,0.338459,0.633437,2.24463e-06
-1.5,0,0,0.667761,-0.300208,0.681154,2.40611e-06
-1.25,0.25,0.25,0.722451,0.340367,0.601843,1.48166e-06
-1,0,-0.5,0.762741,-0.0782442,0.641954,1.90403e-06
-0.75,0.25,-0.25,0.70001,0.448528,0.555705,1.35708e-06
-1.5,-0.5,0.5,0.562733,-0.456144,0.689394,5.39127e-06
-1.25,-0.25,0.75,0.740892,0.147813,0.655157,3.27662e-06
-1,-0.5,1,0.672493,0.00464531,0.740089,1.22858e-05
-0.75,-0.25,1.25,0.737271,-0.0898529,0.669596,4.21188e-06
-1.5,0,1,0.694806,0.0210576,0.718889,7.8091e-06
-1.25,0.25,1.25,0.761503,-0.0777836,0.643477,2.67038e-06
-1,0,0.5,0.604154,-0.41724,0.678902,6.61365e-06
-0.75,0.25,0.75,0.759749,0.204095,0.617355,4.44904e-06
-1.5,-0.5,1.5,0.698439,0.23205,0.677005,9.40511e-06
-1,0,1.5,0.716266,0.270722,0.643174,1.33233e-05
-1.5,0.5,-1.5,0.841622,0.253861,0.476683,5.00977e-07
-1.25,0.75,-1.25,0.705532,0.552956,0.443243,4.09154e-07
-1,0.5,-1,0.823019,0.150422,0.547734,1.00767e-06
-0.75,0.75,-0.75,0.695584,0.53617,0.47821,8.23855e-07
-1.5,1,-1,0.834618,0.148555,0.530419,6.34693e-07
-1.25,1.25,-0.75,0.722206,0.516196,0.460391,5.44494e-07
-1,1,-1.5,0.828584,0.347422,0.43903,5.76506e-07
-0.75,1.25,-1.25,0.684482,0.608475,0.401551,4.9521e-07
-1.5,0.5,-0.5,0.774461,-0.0826568,0.627199,1.16815e-06
-1.25,0.75,-0.25,0.726116,0.438318,0.529748,8.94714e-07
-1,0.5,0,0.706001,-0.236272,0.667636,2.8649e-06
-0.75,0.75,0.25,0.72927,0.38886,0.562986,1.94727e-06
-1.5,1,0,0.711853,-0.245751,0.65793,1.72207e-06
-1.25,1.25,0.25,0.752882,0.385915,0.53314,1.26642e-06
-1,1,-0.5,0.796425,0.00433188,0.604722,1.35727e-06
-0.75,1.25,-0.25,0.720999,0.487963,0.491989,1.12613e-06
-1.5,0.5,0.5,0.597754,-0.441846,0.668926,3.95097e-06
-1.25,0.75,0.75,0.782804,0.213515,0.584491,2.8746e-06
-1,0.5,1,0.722224,0.0844649,0.686482,1.02754e-05
-0.75,0.75,1.25,0.790337,-0.0130616,0.612534,3.43277e-06
-1.5,1,1,0.742412,0.099243,0.662552,6.47322e-06
-1.25,1.25,1.25,0.810671,0.000323415,0.585502,2.15779e-06
-1,1,0.5,0.635003,-0.398105,0.66203,4.60336e-06
-0.75,1.25,0.75,0.791325,0.267717,0.549665,3.69168e-06
-1.5,0.5,1.5,0.740026,0.282514,0.610367,8.78128e-06
-1,1,1.5,0.750962,0.322109,0.576456,1.17489e-05
-1.5,1.5,-1.5,0.839345,0.338798,0.425108,3.73217e-07
-1,1.5,-1,0.831312,0.243312,0.499719,7.21037e-07
-1.5,1.5,-0.5,0.807558,0.00577846,0.58976,8.34612e-07
-1,1.5,0,0.742315,-0.174797,0.64685,1.95352e-06
-1.5,1.5,0.5,0.629038,-0.416554,0.656349,2.72785e-06
-1,1.5,1,0.760011,0.162494,0.629268,8.09813e-06
-1.5,1.5,1.5,0.771632,0.328962,0.544396,7.61155e-06
-0.5,-1.5,-1.5,0.806228,0.175171,0.565077,1.54879e-06
-0.25,-1.25,-1.25,0.644729,0.552272,0.528508,9.86917e-07
0,-1.5,-1,0.772667,0.0730919,0.630589,3.39583e-06
0.25,-1.25,-0.75,0.624528,0.522659,0.580338,2.03905e-06
-0.5,-1,-1,0.786458,0.066086,0.614098,2.15359e-06
-0.25,-0.75,-0.75,0.651103,0.512201,0.560103,1.42036e-06
0,-1,-1.5,0.808873,0.275121,0.519648,1.83309e-06
0.25,-0.75,-1.25,0.624678,0.622594,0.471332,1.25857e-06
-0.5,-1.5,-0.5,0.705693,-0.135551,0.695431,4.12543e-06
-0.25,-1.25,-0.25,0.641464,0.402173,0.653285,2.23827e-06
0,-1.5,0,0.65003,-0.238122,0.721636,1.08078e-05
0.25,-1.25,0.25,0.638207,0.327397,0.69678,4.98707e-06
-0.5,-1,0,0.657196,-0.262845,0.706403,6.57244e-06
-0.25,-0.75,0.25,0.667692,0.334527,0.665041,3.36789e-06
0,-1,-0.5,0.739616,-0.0568272,0.670625,5.05409e-06
0.25,-0.75,-0.25,0.643739,0.465559,0.607334,3.01797e-06
-0.5,-1.5,0.5,0.569507,-0.394631,0.72106,1.46745e-05
-0.25,-1.25,0.75,0.683816,0.1175,0.720131,7.57129e-06
0,-1.5,1,0.627997,-0.0277062,0.777723,2.99416e-05
0.25,-1.25,1.25,0.684484,-0.10792,0.720996,1.03286e-05
-0.5,-1,1,0.650315,-0.0116349,0.759575,1.92387e-05
-0.25,-0.75,1.25,0.71187,-0.0998885,0.695172,6.61543e-06
0,-1,0.5,0.614463,-0.352963,0.705587,1.84385e-05
0.25,-0.75,0.75,0.708152,0.181998,0.6822,1.04622e-05
-0.5,-1.5,1.5,0.645109,0.193027,0.739307,2.04437e-05
0,-1,1.5,0.666157,0.238063,0.706796,2.97101e-05
-0.5,-0.5,-1.5,0.819393,0.268526,0.506448,1.19924e-06
-0.25,-0.25,-1.25,0.650914,0.601334,0.463366,8.85679e-07
0,-0.5,-1,0.79964,0.160782,0.578554,2.53543e-06
0.25,-0.25,-0.75,0.637927,0.576229,0.510891,1.81565e-06
-0.5,0,-1,0.811465,0.154611,0.563578,1.59986e-06
-0.25,0.25,-0.75,0.667278,0.55652,0.495,1.23293e-06
0,0,-1.5,0.807922,0.366425,0.461513,1.35755e-06
0.25,0.25,-1.25,0.624147,0.664549,0.410871,1.06886e-06
-0.5,-0.5,-0.5,0.751442,-0.0694904,0.656129,3.10443e-06
-0.25,-0.25,-0.25,0.672391,0.458001,0.581486,2.0381e-06
0,-0.5,0,0.696838,-0.200994,0.688489,7.93985e-06
0.25,-0.25,0.25,0.676748,0.392399,0.622924,4.49702e-06
-0.5,0,0,0.701437,-0.221402,0.677472,4.76792e-06
-0.25,0.25,0.25,0.703888,0.391214,0.592869,2.97294e-06
0,0,-0.5,0.775962,0.0138884,0.630627,3.60977e-06
0.25,0.25,-0.25,0.666537,0.516093,0.537937,2.59098e-06
-0.5,-0.5,0.5,0.610363,-0.387565,0.690834,1.10523e-05
-0.25,-0.25,0.75,0.734954,0.193742,0.649851,6.84717e-06
0,-0.5,1,0.681964,0.0544173,0.729359,2.56666e-05
0.25,-0.25,1.25,0.746962,-0.0343758,0.663977,8.62509e-06
-0.5,0,1,0.702087,0.0694972,0.708692,1.62639e-05
-0.25,0.25,1.25,0.76925,-0.0247331,0.638469,5.4488e-06
0,0,0.5,0.650361,-0.344292,0.677121,1.31048e-05
0.25,0.25,0.75,0.748261,0.255371,0.612284,8.92373e-06
-0.5,-0.5,1.5,0.691538,0.256098,0.675418,2.00152e-05
0,0,1.5,0.706251,0.301996,0.640318,2.73544e-05
-0.5,0.5,-1.5,0.818028,0.356847,0.4511,8.87422e-07
-0.25,0.75,-1.25,0.654847,0.636455,0.407555,7.34547e-07
0,0.5,-1,0.811372,0.249902,0.528417,1.79565e-06
0.25,0.75,-0.75,0.647294,0.615332,0.449863,1.48498e-06
-0.5,1,-1,0.821315,0.24575,0.514829,1.13796e-06
-0.25,1.25,-0.75,0.677675,0.591099,0.437445,9.91654e-07
0,1,-1.5,0.793691,0.449834,0.409517,9.61989e-07
0.25,1.25,-1.25,0.622834,0.694395,0.360407,8.3758e-07
-0.5,0.5,-0.5,0.786103,0.00694388,0.618056,2.21127e-06
-0.25,0.75,-0.25,0.694741,0.501944,0.515158,1.71681e-06
0,0.5,0,0.73382,-0.155627,0.661278,5.44372e-06
0.25,0.75,0.25,0.703834,0.445747,0.553107,3.7257e-06
-0.5,1,0,0.737443,-0.168098,0.654157,3.25676e-06
-0.25,1.25,0.25,0.728457,0.439347,0.525666,2.42566e-06
0,1,-0.5,0.799052,0.0931689,0.594,2.44124e-06
0.25,1.25,-0.25,0.681326,0.5566,0.475386,2.04854e-06
-0.5,0.5,0.5,0.642592,-0.374214,0.66861,7.76344e-06
-0.25,0.75,0.75,0.770643,0.261809,0.581004,5.7536e-06
0,0.5,1,0.724656,0.136581,0.67544,2.05327e-05
0.25,0.75,1.25,0.792474,0.0430681,0.608383,6.68923e-06
-0.5,1,1,0.742343,0.149763,0.653068,1.29051e-05
-0.25,1.25,1.25,0.810298,0.054079,0.583518,4.19226e-06
0,1,0.5,0.675789,-0.329815,0.65919,8.66769e-06
0.25,1.25,0.75,0.773304,0.321292,0.546601,7.01868e-06
-0.5,0.5,1.5,0.729108,0.313295,0.608479,1.80039e-05
0,1,1.5,0.735801,0.360318,0.573382,2.29763e-05
-0.5,1.5,-1.5,0.804111,0.438203,0.401725,6.31993e-07
0,1.5,-1,0.807766,0.338665,0.482514,1.21956e-06
-0.5,1.5,-0.5,0.807502,0.0930096,0.582485,1.50316e-06
0,1.5,0,0.760314,-0.0995152,0.641887,3.51371e-06
-0.5,1.5,0.5,0.666704,-0.352274,0.656817,5.10618e-06
0,1.5,1,0.754596,0.215918,0.619649,1.53372e-05
-0.5,1.5,1.5,0.755813,0.365965,0.54297,1.48705e-05
0.5,-1.5,-1.5,0.79975,0.278036,0.532068,2.74631e-06
0.75,-1.25,-1.25,0.602708,0.638478,0.478632,1.71623e-06
1,-1.5,-1,0.774821,0.172621,0.608157,6.16416e-06
1.25,-1.25,-0.75,0.583058,0.604919,0.542325,3.59582e-06
0.5,-1,-1,0.787337,0.167752,0.593261,3.99015e-06
0.75,-0.75,-0.75,0.608983,0.593374,0.526353,2.60748e-06
1,-1,-1.5,0.792382,0.37886,0.478117,3.02943e-06
1.25,-0.75,-1.25,0.568141,0.713562,0.409934,2.03367e-06
0.5,-1.5,-0.5,0.726249,-0.0418576,0.686156,8.17016e-06
0.75,-1.25,-0.25,0.615116,0.469105,0.633698,4.37288e-06
1,-1.5,0,0.680824,-0.147453,0.717451,2.17678e-05
1.25,-1.25,0.25,0.618491,0.386269,0.684299,9.81563e-06
0.5,-1,0,0.690558,-0.175592,0.701639,1.32015e-05
0.75,-0.75,0.25,0.648079,0.391351,0.653329,6.71278e-06
1,-1,-0.5,0.752794,0.0394308,0.657074,9.57023e-06
1.25,-0.75,-0.25,0.606803,0.539847,0.5834,5.59462e-06
0.5,-1.5,0.5,0.614171,-0.314821,0.723659,3.06155e-05
0.75,-1.25,0.75,0.679067,0.168076,0.714576,1.58154e-05
1,-1.5,1,0.640774,0.0244004,0.767342,6.28511e-05
1.25,-1.25,1.25,0.695544,-0.0473063,0.716924,2.12233e-05
0.5,-1,1,0.661662,0.0393981,0.748766,4.03308e-05
0.75,-0.75,1.25,0.722728,-0.0417773,0.689868,1.35911e-05
1,-1,0.5,0.658221,-0.266707,0.703998,3.73313e-05
1.25,-0.75,0.75,0.697424,0.238956,0.675648,2.09596e-05
0.5,-1.5,1.5,0.640553,0.216005,0.736908,4.34223e-05
1,-1,1.5,0.658932,0.26933,0.702332,6.09092e-05
0.5,-0.5,-1.5,0.798905,0.374708,0.470473,2.05208e-06
0.75,-0.25,-1.25,0.594163,0.691089,0.411541,1.50979e-06
1,-0.5,-1,0.791074,0.261544,0.552988,4.41957e-06
1.25,-0.25,-0.75,0.582967,0.662811,0.469927,3.12317e-06
0.5,0,-1,0.801302,0.255512,0.540952,2.82763e-06
0.75,0.25,-0.75,0.615221,0.639821,0.460577,2.18425e-06
1,0,-1.5,0.776737,0.470752,0.418416,2.15681e-06
1.25,0.25,-1.25,0.553223,0.756644,0.348475,1.68977e-06
0.5,-0.5,-0.5,0.765162,0.0251196,0.643348,5.89403e-06
0.75,-0.25,-0.25,0.636849,0.529379,0.560519,3.85239e-06
1,-0.5,0,0.725046,-0.111768,0.67957,1.53111e-05
1.25,-0.25,0.25,0.648933,0.45641,0.608749,8.51083e-06
0.5,0,0,0.73023,-0.136828,0.66936,9.1258e-06
0.75,0.25,0.25,0.677252,0.451751,0.580733,5.66991e-06
1,0,-0.5,0.781633,0.105713,0.614715,6.49067e-06
1.25,0.25,-0.25,0.620626,0.59334,0.512611,4.60711e-06
0.5,-0.5,0.5,0.656379,-0.308113,0.688646,2.21409e-05
0.75,-0.25,0.75,0.723939,0.248,0.643745,1.37482e-05
1,-0.5,1,0.689111,0.109267,0.716371,5.16552e-05
1.25,-0.25,1.25,0.752742,0.027288,0.65775,1.69234e-05
0.5,0,1,0.706956,0.123012,0.696477,3.26141e-05
0.75,0.25,1.25,0.773524,0.0339938,0.632855,1.06571e-05
1,0,0.5,0.693566,-0.263249,0.670572,2.52233e-05
1.25,0.25,0.75,0.730887,0.315508,0.605194,1.6975e-05
0.5,-0.5,1.5,0.682705,0.287579,0.671723,4.11151e-05
1,0,1.5,0.69331,0.341911,0.634365,5.34896e-05
0.5,0.5,-1.5,0.784215,0.461221,0.415069,1.45151e-06
0.75,0.75,-1.25,0.588061,0.725948,0.356628,1.21033e-06
1,0.5,-1,0.79205,0.346419,0.502645,2.96622e-06
1.25,0.75,-0.75,0.583502,0.701883,0.408518,2.45575e-06
0.5,1,-1,0.79971,0.342283,0.493261,1.90489e-06
0.75,1.25,-0.75,0.618998,0.673478,0.404064,1.67905e-06
1,1,-1.5,0.749207,0.55063,0.368098,1.45922e-06
1.25,1.25,-1.25,0.543784,0.783799,0.299929,1.28203e-06
0.5,0.5,-0.5,0.790686,0.0972811,0.604444,3.9774e-06
0.75,0.75,-0.25,0.651961,0.574965,0.49433,3.09731e-06
1,0.5,0,0.756315,-0.0749427,0.649901,9.91023e-06
1.25,0.75,0.25,0.669433,0.512121,0.538138,6.69176e-06
0.5,1,0,0.758254,-0.0907148,0.645618,5.88603e-06
0.75,1.25,0.25,0.695831,0.501768,0.513855,4.38391e-06
1,1,-0.5,0.796005,0.176188,0.57908,4.12641e-06
1.25,1.25,-0.25,0.629605,0.633383,0.449916,3.46306e-06
0.5,0.5,0.5,0.685393,-0.300363,0.663339,1.47611e-05
0.75,0.75,0.75,0.752994,0.318658,0.575723,1.09503e-05
1,0.5,1,0.724636,0.192509,0.661697,3.90593e-05
1.25,0.75,1.25,0.791347,0.103718,0.602506,1.23578e-05
0.5,1,1,0.739561,0.204578,0.641247,2.44852e-05
0.75,1.25,1.25,0.806742,0.112287,0.580136,7.72297e-06
1,1,0.5,0.713996,-0.260148,0.650025,1.57047e-05
1.25,1.25,0.75,0.74991,0.382716,0.539595,1.25647e-05
0.5,0.5,1.5,0.714855,0.352528,0.60391,3.52329e-05
1,1,1.5,0.717035,0.40682,0.566002,4.24293e-05
0.5,1.5,-1.5,0.758297,0.53787,0.368351,9.85705e-07
1,1.5,-1,0.777815,0.42886,0.459437,1.90155e-06
0.5,1.5,-0.5,0.80159,0.17641,0.571256,2.54693e-06
1,1.5,0,0.774551,-0.0315542,0.631724,5.99573e-06
0.5,1.5,0.5,0.701914,-0.288159,0.651369,9.15508e-06
1,1.5,1,0.747293,0.271821,0.606355,2.73988e-05
0.5,1.5,1.5,0.736094,0.411121,0.537722,2.74974e-05
1.5,-1.5,-1.5,0.791043,0.373899,0.4842,4.27175e-06
1.75,-1.25,-1.25,0.551005,0.728851,0.406411,2.53765e-06
2,-1.5,-1,0.773618,0.260665,0.577554,9.8984e-06
2.25,-1.25,-0.75,0.53057,0.692446,0.48889,5.38514e-06
1.5,-1,-1,0.781244,0.265201,0.565089,6.76927e-06
1.75,-0.75,-0.75,0.553376,0.681518,0.478862,4.26256e-06
2,-1,-1.5,0.777319,0.469745,0.418467,4.25158e-06
2.25,-0.75,-1.25,0.498004,0.806528,0.318598,2.6875e-06
1.5,-1.5,-0.5,0.738351,0.0531773,0.672317,1.52438e-05
1.75,-1.25,-0.25,0.5785,0.544336,0.607484,7.81485e-06
2,-1.5,0,0.703129,-0.0537426,0.709029,4.16213e-05
2.25,-1.25,0.25,0.590463,0.453759,0.667424,1.76791e-05
1.5,-1,0,0.716441,-0.0823238,0.692774,2.55309e-05
1.75,-0.75,0.25,0.619542,0.458001,0.637497,1.24968e-05
2,-1,-0.5,0.758506,0.13001,0.638566,1.68111e-05
2.25,-0.75,-0.25,0.557973,0.621564,0.54984,9.25251e-06
1.5,-1.5,0.5,0.653434,-0.223615,0.723201,6.22745e-05
1.75,-1.25,0.75,0.668628,0.22693,0.708123,3.13773e-05
2,-1.5,1,0.651387,0.0810372,0.754406,0.000125924
2.25,-1.25,1.25,0.701586,0.0195475,0.712317,4.12647e-05
1.5,-1,1,0.670774,0.095471,0.735491,8.12766e-05
1.75,-0.75,1.25,0.729102,0.022928,0.684021,2.66669e-05
2,-1,0.5,0.695151,-0.171071,0.698212,7.31323e-05
2.25,-0.75,0.75,0.680558,0.304257,0.666535,3.91825e-05
1.5,-1.5,1.5,0.635496,0.246479,0.731706,8.84064e-05
2,-1,1.5,0.650629,0.308814,0.693769,0.000117482
1.5,-0.5,-1.5,0.773264,0.475376,0.41962,3.11365e-06
1.75,-0.25,-1.25,0.521627,0.784261,0.335915,2.23131e-06
2,-0.5,-1,0.779188,0.3504,0.519697,6.90942e-06
2.25,-0.25,-0.75,0.512819,0.753934,0.410611,4.66013e-06
1.5,0,-1,0.784945,0.350051,0.5112,4.57903e-06
1.75,0.25,-0.75,0.547117,0.729552,0.410387,3.47634e-06
2,0,-1.5,0.743677,0.5646,0.35801,2.963e-06
2.25,0.25,-1.25,0.463902,0.848065,0.256086,2.2585e-06
1.5,-0.5,-0.5,0.771036,0.117752,0.625809,1.05469e-05
1.75,-0.25,-0.25,0.588512,0.609901,0.530729,6.67522e-06
2,-0.5,0,0.74599,-0.0221912,0.665588,2.81637e-05
2.25,-0.25,0.25,0.611709,0.529336,0.587891,1.47778e-05
1.5,0,0,0.752869,-0.051658,0.656141,1.67395e-05
1.75,0.25,0.25,0.641144,0.521864,0.562665,1.00652e-05
2,0,-0.5,0.782465,0.187228,0.59388,1.08623e-05
2.25,0.25,-0.25,0.561625,0.677472,0.474984,7.37564e-06
1.5,-0.5,0.5,0.697731,-0.219042,0.68205,4.31272e-05
1.75,-0.25,0.75,0.706762,0.311142,0.635357,2.6037e-05
2,-0.5,1,0.694569,0.166954,0.699786,9.85297e-05
2.25,-0.25,1.25,0.754659,0.0939507,0.649356,3.13106e-05
1.5,0,1,0.709739,0.179893,0.681108,6.21968e-05
1.75,0.25,1.25,0.774348,0.097496,0.625204,1.9734e-05
2,0,0.5,0.732027,-0.176578,0.657994,4.69098e-05
2.25,0.25,0.75,0.708184,0.383039,0.59309,3.00566e-05
1.5,-0.5,1.5,0.671682,0.327649,0.664447,8.00808e-05
2,0,1.5,0.678451,0.389442,0.622928,9.7723e-05
1.5,0.5,-1.5,0.743426,0.560686,0.364622,2.11716e-06
1.75,0.75,-1.25,0.502948,0.817192,0.281495,1.75873e-06
