x,y,z,directionX,directionY,directionZ,q_magnitude
-2.25,0.25,1.25,0.363713,0.708094,-0.605241,3.05173e-07
-2,0,0.5,0.693755,0.683515,-0.226962,1.82125e-05
-1.75,0.25,0.75,0.255434,0.807982,-0.530961,9.13758e-07
-2.5,-0.5,1.5,0.71368,0.674282,-0.189747,3.85656e-06
-2,0,1.5,0.690809,0.681711,-0.240941,4.8164e-06
-2.5,0.5,-1.5,0.549215,0.551738,-0.627653,4.09155e-07
-2.25,0.75,-1.25,0.805013,0.56472,-0.181785,9.62207e-07
-2,0.5,-1,-0.0287574,0.64472,-0.763878,1.06126e-06
-1.75,0.75,-0.75,0.738722,0.626354,-0.248941,2.1713e-06
-2.5,1,-1,0.0907774,0.604602,-0.791338,6.77909e-07
-2.25,1.25,-0.75,0.724396,0.642038,-0.251073,1.45057e-06
-2,1,-1.5,0.53138,0.62417,-0.572754,5.99179e-07
-1.75,1.25,-1.25,0.787117,0.574834,-0.223634,1.15022e-06
-2.5,0.5,-0.5,-0.547863,0.367233,-0.751656,1.61675e-06
-2.25,0.75,-0.25,0.655338,0.701419,-0.280256,3.38955e-06
-2,0.5,0,0.577043,0.732614,-0.360969,9.7781e-06
-1.75,0.75,0.25,0.472355,0.78556,-0.399721,3.07662e-06
-2.5,1,0,0.588806,0.723553,-0.360247,6.44993e-06
-2.25,1.25,0.25,0.488172,0.775664,-0.400042,1.99331e-06
-2,1,-0.5,-0.405256,0.5331,-0.742679,2.16027e-06
-1.75,1.25,-0.25,0.623297,0.713255,-0.320574,4.07296e-06
-2.5,0.5,0.5,0.690072,0.686761,-0.228384,1.21888e-05
-2.25,0.75,0.75,0.322947,0.775402,-0.542639,6.02828e-07
-2,0.5,1,0.67538,0.689757,-0.260955,8.30894e-06
-1.75,0.75,1.25,0.307538,0.745218,-0.591667,4.50573e-07
-2.5,1,1,0.673456,0.692045,-0.259864,5.56095e-06
-2.25,1.25,1.25,0.383386,0.713393,-0.586589,3.10677e-07
-2,1,0.5,0.665933,0.693874,-0.273992,1.45676e-05
-1.75,1.25,0.75,0.277919,0.792086,-0.543471,8.16151e-07
-2.5,0.5,1.5,0.695024,0.677627,-0.24034,3.32561e-06
-2,1,1.5,0.665624,0.687765,-0.289697,4.06073e-06
-2.5,1.5,-1.5,0.582815,0.600472,-0.547504,4.26997e-07
-2,1.5,-1,0.136639,0.679987,-0.72038,9.62234e-07
-2.5,1.5,-0.5,-0.364471,0.477871,-0.79925,1.2876e-06
-2,1.5,0,0.551794,0.732606,-0.398511,7.89365e-06
-2.5,1.5,0.5,0.659437,0.701111,-0.271267,9.56196e-06
-2,1.5,1,0.642917,0.702634,-0.304899,6.61637e-06
-2.5,1.5,1.5,0.664811,0.6901,-0.285986,2.72824e-06
-1.5,-1.5,-1.5,-0.471775,0.539356,-0.697513,7.55285e-07
-1.25,-1.25,-1.25,0.865691,0.494638,-0.076887,1.95862e-06
-1,-1.5,-1,-0.512999,0.674058,-0.531487,3.82896e-06
-0.75,-1.25,-0.75,0.788561,0.590295,-0.172405,5.11622e-06
-1.5,-1,-1,-0.467805,0.610241,-0.639347,2.078e-06
-1.25,-0.75,-0.75,0.779543,0.598075,-0.186062,3.71928e-06
-1,-1,-1.5,-0.107014,0.74365,-0.659949,1.14e-06
-0.75,-0.75,-1.25,0.867068,0.482277,-0.124906,2.5384e-06
-1.5,-1.5,-0.5,-0.735209,0.47542,-0.48316,6.48214e-06
-1.25,-1.25,-0.25,0.672945,0.707634,-0.215404,9.0015e-06
-1,-1.5,0,0.487767,0.816259,-0.309522,2.47967e-05
-0.75,-1.25,0.25,0.409519,0.850993,-0.328793,8.84195e-06
-1.5,-1,0,0.547269,0.776715,-0.311785,1.68381e-05
-1.25,-0.75,0.25,0.453001,0.82226,-0.344497,5.66857e-06
-1,-1,-0.5,-0.561201,0.643308,-0.520777,8.70312e-06
-0.75,-0.75,-0.25,0.657437,0.70402,-0.268576,1.15037e-05
-1.5,-1.5,0.5,0.705512,0.687691,-0.171272,3.09577e-05
-1.25,-1.25,0.75,0.0707284,0.895017,-0.440388,1.55154e-06
-1,-1.5,1,0.666699,0.715011,-0.210409,1.98245e-05
-0.75,-1.25,1.25,-0.146132,0.887545,-0.436931,1.12821e-06
-1.5,-1,1,0.68667,0.69627,-0.209029,1.41769e-05
-1.25,-0.75,1.25,0.0315286,0.842009,-0.538541,6.59363e-07
-1,-1,0.5,0.689824,0.688156,-0.224909,3.91237e-05
-0.75,-0.75,0.75,0.0843479,0.881294,-0.46498,2.27136e-06
-1.5,-1.5,1.5,0.679918,0.708228,-0.190066,7.35785e-06
-1,-1,1.5,0.655241,0.713995,-0.246717,9.54048e-06
-1.5,-0.5,-1.5,0.187239,0.680949,-0.70799,7.35861e-07
-1.25,-0.25,-1.25,0.846279,0.511363,-0.149397,1.91129e-06
-1,-0.5,-1,-0.247022,0.737383,-0.628686,2.97416e-06
-0.75,-0.25,-0.75,0.767917,0.594775,-0.237794,4.65666e-06
-1.5,0,-1,-0.149497,0.690691,-0.707529,1.73292e-06
-1.25,0.25,-0.75,0.753371,0.610399,-0.244634,3.21005e-06
-1,0,-1.5,0.309926,0.731293,-0.607583,1.1884e-06
-0.75,0.25,-1.25,0.832947,0.516208,-0.199321,2.37626e-06
-1.5,-0.5,-0.5,-0.588869,0.545725,-0.596168,4.83933e-06
-1.25,-0.25,-0.25,0.659853,0.699575,-0.274207,7.72671e-06
-1,-0.5,0,0.526894,0.769969,-0.359904,2.22902e-05
-0.75,-0.25,0.25,0.424759,0.817611,-0.388705,7.42807e-06
-1.5,0,0,0.557599,0.747609,-0.360782,1.47797e-05
-1.25,0.25,0.25,0.451396,0.799661,-0.395959,4.76611e-06
-1,0,-0.5,-0.433586,0.664658,-0.608468,6.50632e-06
-0.75,0.25,-0.25,0.632841,0.70327,-0.32392,9.53022e-06
-1.5,-0.5,0.5,0.694361,0.68338,-0.22551,2.69157e-05
-1.25,-0.25,0.75,0.173031,0.845453,-0.505241,1.41569e-06
-1,-0.5,1,0.665493,0.697898,-0.264683,1.78449e-05
-0.75,-0.25,1.25,0.0670852,0.836825,-0.543345,1.017e-06
-1.5,0,1,0.673503,0.691086,-0.262287,1.22758e-05
-1.25,0.25,1.25,0.200989,0.788916,-0.580703,6.63405e-07
-1,0,0.5,0.673446,0.684605,-0.278902,3.30172e-05
-0.75,0.25,0.75,0.165877,0.839237,-0.517848,1.97971e-06
-1.5,-0.5,1.5,0.679127,0.692711,-0.242773,6.85349e-06
-1,0,1.5,0.651902,0.696668,-0.299463,8.63546e-06
-1.5,0.5,-1.5,0.445535,0.667798,-0.596275,8.36626e-07
-1.25,0.75,-1.25,0.809461,0.546858,-0.213819,1.67416e-06
-1,0.5,-1,-0.0240817,0.750098,-0.660888,2.48958e-06
-0.75,0.75,-0.75,0.728941,0.618638,-0.293141,3.85893e-06
-1.5,1,-1,0.0571227,0.712743,-0.699095,1.52621e-06
-1.25,1.25,-0.75,0.712661,0.637451,-0.292865,2.57243e-06
-1,1,-1.5,0.441418,0.708441,-0.550691,1.20136e-06
-0.75,1.25,-1.25,0.784653,0.562587,-0.260413,1.97861e-06
-1.5,0.5,-0.5,-0.430562,0.596406,-0.677434,3.70403e-06
-1.25,0.75,-0.25,0.628691,0.707408,-0.32299,6.24858e-06
-1,0.5,0,0.527583,0.746584,-0.4053,1.86947e-05
-0.75,0.75,0.25,0.411201,0.80362,-0.430242,6.00658e-06
-1.5,1,0,0.542569,0.737386,-0.402345,1.21592e-05
-1.25,1.25,0.25,0.427,0.795892,-0.429217,3.82477e-06
-1,1,-0.5,-0.32026,0.675952,-0.663719,4.91406e-06
-0.75,1.25,-0.25,0.59106,0.71933,-0.364983,7.37159e-06
-1.5,0.5,0.5,0.670951,0.688061,-0.2764,2.20418e-05
-1.25,0.75,0.75,0.226062,0.813603,-0.535673,1.26145e-06
-1,0.5,1,0.644976,0.696067,-0.315431,1.50139e-05
-0.75,0.75,1.25,0.170717,0.80108,-0.573696,9.53327e-07
-1.5,1,1,0.645593,0.697925,-0.310016,1.00161e-05
-1.25,1.25,1.25,0.249812,0.77366,-0.582275,6.30056e-07
-1,1,0.5,0.640875,0.695382,-0.325151,2.61401e-05
-0.75,1.25,0.75,0.186697,0.81996,-0.541119,1.65391e-06
-1.5,0.5,1.5,0.662149,0.689311,-0.293954,5.97057e-06
-1,1,1.5,0.625701,0.698775,-0.346714,7.23621e-06
-1.5,1.5,-1.5,0.498799,0.67754,-0.5405,8.23788e-07
-1,1.5,-1,0.0912871,0.748544,-0.656772,2.06717e-06
-1.5,1.5,-0.5,-0.305664,0.629273,-0.714553,2.86339e-06
-1,1.5,0,0.502395,0.743706,-0.441022,1.46009e-05
-1.5,1.5,0.5,0.635236,0.703662,-0.318332,1.70644e-05
-1,1.5,1,0.608496,0.70837,-0.357693,1.17067e-05
-1.5,1.5,1.5,0.628725,0.70013,-0.338411,4.85017e-06
-0.5,-1.5,-1.5,-0.320032,0.765659,-0.557984,2.04401e-06
-0.25,-1.25,-1.25,0.88596,0.453624,-0.0964346,3.13234e-06
0,-1.5,-1,-0.291265,0.826994,-0.480881,9.77033e-06
0.25,-1.25,-0.75,0.79135,0.571183,-0.21798,8.76274e-06
-0.5,-1,-1,-0.298259,0.782794,-0.546146,5.332e-06
-0.25,-0.75,-0.75,0.781327,0.580821,-0.228418,6.55237e-06
0,-1,-1.5,-0.0462383,0.839354,-0.541615,2.94377e-06
0.25,-0.75,-1.25,0.879062,0.450456,-0.156011,4.1479e-06
-0.5,-1.5,-0.5,-0.495208,0.738064,-0.458291,1.59944e-05
-0.25,-1.25,-0.25,0.649434,0.713719,-0.262375,1.67998e-05
0,-1.5,0,0.412362,0.83767,-0.358142,5.09784e-05
0.25,-1.25,0.25,0.359951,0.856897,-0.369001,1.8539e-05
-0.5,-1,0,0.480145,0.800475,-0.358748,3.36188e-05
-0.25,-0.75,0.25,0.393137,0.837817,-0.378822,1.16774e-05
0,-1,-0.5,-0.349802,0.79942,-0.488433,2.14931e-05
0.25,-0.75,-0.25,0.633309,0.703314,-0.322908,2.13545e-05
-0.5,-1.5,0.5,0.676423,0.70075,-0.226719,5.53907e-05
-0.25,-1.25,0.75,0.0092467,0.908765,-0.417207,3.8102e-06
0,-1.5,1,0.612568,0.740011,-0.277749,3.47309e-05
0.25,-1.25,1.25,-0.143846,0.902379,-0.406227,2.97666e-06
-0.5,-1,1,0.64749,0.712895,-0.269328,2.53323e-05
-0.25,-0.75,1.25,-0.0653597,0.875909,-0.478029,1.67136e-06
0,-1,0.5,0.662566,0.691666,-0.287411,7.01749e-05
0.25,-0.75,0.75,0.050322,0.888724,-0.455672,5.2815e-06
-0.5,-1.5,1.5,0.610702,0.7503,-0.253166,1.29994e-05
0,-1,1.5,0.593038,0.740166,-0.316954,1.689e-05
-0.5,-0.5,-1.5,0.128183,0.797618,-0.589385,1.79002e-06
-0.25,-0.25,-1.25,0.856738,0.483478,-0.179581,3.24288e-06
0,-0.5,-1,-0.134217,0.823749,-0.550839,7.36445e-06
0.25,-0.25,-0.75,0.761875,0.580424,-0.287496,8.17591e-06
-0.5,0,-1,-0.0933491,0.788211,-0.608284,4.20696e-06
-0.25,0.25,-0.75,0.745642,0.599282,-0.291339,5.69333e-06
0,0,-1.5,0.249974,0.802024,-0.542467,2.68325e-06
0.25,0.25,-1.25,0.836083,0.494552,-0.237453,4.00357e-06
-0.5,-0.5,-0.5,-0.408218,0.733898,-0.54291,1.17048e-05
-0.25,-0.25,-0.25,0.634887,0.701573,-0.323595,1.43934e-05
0,-0.5,0,0.469978,0.78215,-0.409099,4.4064e-05
0.25,-0.25,0.25,0.37151,0.82547,-0.424947,1.50497e-05
-0.5,0,0,0.504408,0.761271,-0.40748,2.87031e-05
-0.25,0.25,0.25,0.392394,0.813879,-0.428519,9.47951e-06
0,0,-0.5,-0.292552,0.775659,-0.559254,1.53811e-05
0.25,0.25,-0.25,0.601344,0.704795,-0.376362,1.74552e-05
-0.5,-0.5,0.5,0.671674,0.684999,-0.282188,4.87112e-05
-0.25,-0.25,0.75,0.103103,0.865741,-0.489757,3.18234e-06
0,-0.5,1,0.624351,0.708126,-0.329763,3.2142e-05
0.25,-0.25,1.25,-0.0199777,0.861503,-0.50736,2.38261e-06
-0.5,0,1,0.639017,0.69867,-0.321741,2.21902e-05
-0.25,0.25,1.25,0.0762394,0.832405,-0.548898,1.47739e-06
0,0,0.5,0.644406,0.684992,-0.339893,5.95161e-05
0.25,0.25,0.75,0.0989992,0.852578,-0.513137,4.24411e-06
-0.5,-0.5,1.5,0.630957,0.712492,-0.307,1.22259e-05
0,0,1.5,0.597957,0.712496,-0.367146,1.53437e-05
-0.5,0.5,-1.5,0.358225,0.752166,-0.553102,1.76964e-06
-0.25,0.75,-1.25,0.809972,0.529932,-0.251231,2.863e-06
0,0.5,-1,-0.00334978,0.803673,-0.595062,5.69912e-06
0.25,0.75,-0.75,0.714969,0.608444,-0.344406,6.66863e-06
-0.5,1,-1,0.0397586,0.775485,-0.630113,3.39056e-06
-0.25,1.25,-0.75,0.696907,0.631021,-0.340783,4.45496e-06
0,1,-1.5,0.365093,0.76533,-0.530073,2.43201e-06
0.25,1.25,-1.25,0.778573,0.549453,-0.303192,3.28894e-06
-0.5,0.5,-0.5,-0.317722,0.725742,-0.610206,8.60436e-06
-0.25,0.75,-0.25,0.596797,0.711416,-0.371106,1.13894e-05
0,0.5,0,0.473374,0.755538,-0.452856,3.55835e-05
0.25,0.75,0.25,0.349137,0.812551,-0.46676,1.14571e-05
-0.5,1,0,0.490797,0.747647,-0.447373,2.27964e-05
-0.25,1.25,0.25,0.363074,0.808763,-0.462687,7.19014e-06
0,1,-0.5,-0.246948,0.751995,-0.611163,1.09412e-05
0.25,1.25,-0.25,0.55447,0.71991,-0.417482,1.28286e-05
-0.5,0.5,0.5,0.644423,0.688754,-0.33217,3.97017e-05
-0.25,0.75,0.75,0.142684,0.835613,-0.530464,2.62844e-06
0,0.5,1,0.603367,0.702088,-0.378181,2.66793e-05
0.25,0.75,1.25,0.0584766,0.827987,-0.557689,2.007e-06
-0.5,1,1,0.608268,0.703506,-0.367544,1.77796e-05
-0.25,1.25,1.25,0.125936,0.809641,-0.573255,1.278e-06
0,1,0.5,0.60785,0.694956,-0.384129,4.5641e-05
0.25,1.25,0.75,0.103876,0.830023,-0.54797,3.24211e-06
-0.5,0.5,1.5,0.616572,0.702157,-0.356111,1.06396e-05
0,1,1.5,0.572888,0.7088,-0.411585,1.25233e-05
-0.5,1.5,-1.5,0.416231,0.738432,-0.530538,1.60253e-06
0,1.5,-1,0.0598473,0.785632,-0.615792,4.32793e-06
-0.5,1.5,-0.5,-0.256506,0.715117,-0.65024,6.26722e-06
0,1.5,0,0.447062,0.748569,-0.489674,2.62116e-05
-0.5,1.5,0.5,0.604259,0.704445,-0.372328,2.97314e-05
0,1.5,1,0.565304,0.710915,-0.418366,1.99264e-05
-0.5,1.5,1.5,0.581622,0.709338,-0.39819,8.40163e-06
0.5,-1.5,-1.5,-0.154508,0.849433,-0.504569,5.00815e-06
0.75,-1.25,-1.25,0.898049,0.418011,-0.137024,4.66738e-06
1,-1.5,-1,-0.0995465,0.874394,-0.474896,2.28846e-05
1.25,-1.25,-0.75,0.783912,0.553068,-0.282131,1.39598e-05
0.5,-1,-1,-0.134185,0.854298,-0.502164,1.31791e-05
0.75,-0.75,-0.75,0.77551,0.564364,-0.282979,1.12043e-05
1,-1,-1.5,0.0418344,0.863926,-0.501878,6.85278e-06
1.25,-0.75,-1.25,0.883123,0.421878,-0.205213,6.27023e-06
0.5,-1.5,-0.5,-0.257051,0.854865,-0.4507,3.99128e-05
0.75,-1.25,-0.25,0.624735,0.710225,-0.324478,3.05521e-05
1,-1.5,0,0.357706,0.837302,-0.413487,0.000104409
1.25,-1.25,0.25,0.332551,0.842466,-0.423864,3.77918e-05
0.5,-1,0,0.421197,0.808656,-0.410694,6.77998e-05
0.75,-0.75,0.25,0.350643,0.836042,-0.421998,2.3987e-05
1,-1,-0.5,-0.160601,0.857819,-0.488214,5.13914e-05
1.25,-0.75,-0.25,0.600742,0.698761,-0.388384,3.85648e-05
0.5,-1.5,0.5,0.640279,0.708627,-0.296463,9.7213e-05
0.75,-1.25,0.75,0.0258765,0.904283,-0.426149,9.06555e-06
1,-1.5,1,0.542882,0.761125,-0.354918,6.16461e-05
1.25,-1.25,1.25,-0.115234,0.897156,-0.426418,7.09816e-06
0.5,-1,1,0.595335,0.727768,-0.340485,4.52754e-05
0.75,-0.75,1.25,-0.092505,0.883288,-0.459615,4.03473e-06
1,-1,0.5,0.622007,0.694812,-0.361031,0.000124002
1.25,-0.75,0.75,0.0495103,0.877851,-0.476368,1.17155e-05
0.5,-1.5,1.5,0.528757,0.782761,-0.32818,2.30755e-05
1,-1,1.5,0.51057,0.764256,-0.393993,2.97879e-05
0.5,-0.5,-1.5,0.13525,0.843645,-0.519587,4.25187e-06
0.75,-0.25,-1.25,0.861279,0.457972,-0.220139,5.28851e-06
1,-0.5,-1,-0.0252852,0.851222,-0.524196,1.72235e-05
1.25,-0.25,-0.75,0.749729,0.562937,-0.347864,1.36901e-05
0.5,0,-1,-0.0278393,0.830052,-0.556991,9.82729e-06
0.75,0.25,-0.75,0.733179,0.58518,-0.346428,9.75157e-06
1,0,-1.5,0.234973,0.826772,-0.511112,5.88929e-06
1.25,0.25,-1.25,0.833154,0.473644,-0.285509,6.39648e-06
0.5,-0.5,-0.5,-0.240252,0.821613,-0.516944,2.80025e-05
0.75,-0.25,-0.25,0.603481,0.700182,-0.381517,2.635e-05
1,-0.5,0,0.413957,0.78441,-0.461889,8.68766e-05
1.25,-0.25,0.25,0.322149,0.819807,-0.47343,2.94216e-05
0.5,0,0,0.448291,0.767899,-0.457565,5.55718e-05
0.75,0.25,0.25,0.334848,0.816885,-0.469655,1.83387e-05
1,0,-0.5,-0.169205,0.821406,-0.544667,3.50695e-05
1.25,0.25,-0.25,0.565666,0.697269,-0.44027,3.02251e-05
0.5,-0.5,0.5,0.638352,0.686023,-0.349113,8.73951e-05
0.75,-0.25,0.75,0.0637021,0.867929,-0.492587,6.98841e-06
1,-0.5,1,0.56762,0.717311,-0.40407,5.6636e-05
1.25,-0.25,1.25,-0.0602364,0.862114,-0.50312,5.35766e-06
0.5,0,1,0.591119,0.705944,-0.390155,3.93481e-05
0.75,0.25,1.25,-0.00844273,0.846602,-0.53216,3.23012e-06
1,0,0.5,0.603484,0.683738,-0.410254,0.000103338
1.25,0.25,0.75,0.0485118,0.845987,-0.530992,8.59601e-06
0.5,-0.5,1.5,0.564815,0.732499,-0.380039,2.16066e-05
1,0,1.5,0.525889,0.726684,-0.442008,2.63286e-05
0.5,0.5,-1.5,0.302243,0.796978,-0.522949,3.74783e-06
0.75,0.75,-1.25,0.806117,0.512439,-0.295943,4.69888e-06
1,0.5,-1,0.0292588,0.822028,-0.568694,1.24699e-05
1.25,0.75,-0.75,0.695261,0.593569,-0.405326,1.08655e-05
0.5,1,-1,0.0374588,0.80445,-0.592838,7.27971e-06
0.75,1.25,-0.75,0.676418,0.620343,-0.39703,7.33894e-06
1,1,-1.5,0.310572,0.793527,-0.523316,4.85644e-06
1.25,1.25,-1.25,0.765675,0.536958,-0.354144,5.17048e-06
0.5,0.5,-0.5,-0.219059,0.788694,-0.574435,1.94363e-05
0.75,0.75,-0.25,0.560692,0.708357,-0.428783,1.98265e-05
1,0.5,0,0.415195,0.754933,-0.507631,6.52872e-05
1.25,0.75,0.25,0.288844,0.806686,-0.515584,2.05702e-05
0.5,1,0,0.433673,0.750231,-0.49908,4.13588e-05
0.75,1.25,0.25,0.298439,0.809241,-0.506027,1.28458e-05
1,1,-0.5,-0.183926,0.784186,-0.592642,2.31741e-05
1.25,1.25,-0.25,0.510462,0.713891,-0.479361,2.09898e-05
0.5,0.5,0.5,0.608282,0.687535,-0.396596,6.92815e-05
0.75,0.75,0.75,0.072599,0.838438,-0.54014,5.24907e-06
1,0.5,1,0.550035,0.703837,-0.449527,4.49774e-05
1.25,0.75,1.25,-0.0191681,0.82541,-0.564209,3.98511e-06
0.5,1,1,0.560842,0.705382,-0.433466,3.01814e-05
0.75,1.25,1.25,0.0275565,0.817208,-0.575684,2.49216e-06
1,1,0.5,0.567086,0.688408,-0.452227,7.51006e-05
1.25,1.25,0.75,0.0373204,0.821514,-0.568965,5.98256e-06
0.5,0.5,1.5,0.555682,0.713849,-0.42619,1.83517e-05
1,1,1.5,0.507215,0.712886,-0.48428,2.04145e-05
0.5,1.5,-1.5,0.3447,0.776603,-0.527322,3.09493e-06
1,1.5,-1,0.0421074,0.798475,-0.600553,8.68475e-06
0.5,1.5,-0.5,-0.215282,0.756989,-0.616945,1.31311e-05
1,1.5,0,0.384499,0.745247,-0.544764,4.48746e-05
0.5,1.5,0.5,0.566362,0.700066,-0.434904,4.92154e-05
1,1.5,1,0.511823,0.707804,-0.486878,3.19193e-05
0.5,1.5,1.5,0.523048,0.713696,-0.465896,1.38205e-05
1.5,-1.5,-1.5,-0.0353803,0.8529,-0.520874,1.0196e-05
1.75,-1.25,-1.25,0.895563,0.386335,-0.220709,5.85125e-06
2,-1.5,-1,0.00554933,0.857074,-0.515164,4.29506e-05
2.25,-1.25,-0.75,0.764207,0.527634,-0.370931,1.85836e-05
1.5,-1,-1,-2.52114e-05,0.86283,-0.505494,2.94759e-05
1.75,-0.75,-0.75,0.761838,0.543908,-0.351806,1.77863e-05
2,-1,-1.5,0.101783,0.845984,-0.523404,1.32134e-05
2.25,-0.75,-1.25,0.87536,0.393253,-0.28124,8.14125e-06
1.5,-1.5,-0.5,-0.0690312,0.877567,-0.474458,9.09057e-05
1.75,-1.25,-0.25,0.591356,0.700549,-0.399411,5.25638e-05
2,-1.5,0,0.315932,0.821584,-0.474539,0.000204593
2.25,-1.25,0.25,0.308581,0.811774,-0.495783,7.07999e-05
1.5,-1,0,0.370472,0.803015,-0.466817,0.000135387
1.75,-0.75,0.25,0.312726,0.8188,-0.481424,4.66884e-05
2,-1,-0.5,-0.0186088,0.854931,-0.518407,0.000111924
2.25,-0.75,-0.25,0.562775,0.680233,-0.469646,6.27112e-05
1.5,-1.5,0.5,0.586658,0.716373,-0.37768,0.000165719
1.75,-1.25,0.75,0.0649455,0.877954,-0.47432,1.95366e-05
2,-1.5,1,0.465438,0.767237,-0.441264,0.000108158
2.25,-1.25,1.25,-0.0711298,0.871364,-0.485454,1.56329e-05
1.5,-1,1,0.527358,0.738238,-0.420592,7.89986e-05
1.75,-0.75,1.25,-0.0810141,0.87168,-0.483333,9.12517e-06
2,-1,0.5,0.563348,0.696456,-0.444509,0.000206597
2.25,-0.75,0.75,0.0477657,0.84413,-0.534007,2.29418e-05
1.5,-1.5,1.5,0.431573,0.804684,-0.407711,4.14791e-05
2,-1,1.5,0.411654,0.778537,-0.473731,5.19217e-05
1.5,-0.5,-1.5,0.172401,0.846326,-0.503994,9.2254e-06
1.75,-0.25,-1.25,0.857107,0.435124,-0.275744,7.96672e-06
2,-0.5,-1,0.0652395,0.840518,-0.537842,3.65574e-05
2.25,-0.25,-0.75,0.725714,0.542392,-0.423262,2.08177e-05
1.5,0,-1,0.0400008,0.835165,-0.548543,2.15854e-05
1.75,0.25,-0.75,0.712848,0.566588,-0.413312,1.55298e-05
2,0,-1.5,0.243039,0.821958,-0.515089,1.19746e-05
2.25,0.25,-1.25,0.816286,0.460579,-0.348633,9.35404e-06
1.5,-0.5,-0.5,-0.0979994,0.844993,-0.525722,6.36353e-05
1.75,-0.25,-0.25,0.567551,0.687317,-0.453301,4.48076e-05
2,-0.5,0,0.360943,0.771642,-0.523727,0.000161581
2.25,-0.25,0.25,0.278225,0.794087,-0.540385,5.18726e-05
1.5,0,0,0.390894,0.762485,-0.515575,0.000103031
1.75,0.25,0.25,0.281651,0.802352,-0.526217,3.28914e-05
2,0,-0.5,-0.0687766,0.822428,-0.564697,7.42542e-05
2.25,0.25,-0.25,0.518554,0.681554,-0.51632,4.79392e-05
1.5,-0.5,0.5,0.5902,0.685802,-0.42584,0.000149799
1.75,-0.25,0.75,0.0384576,0.849394,-0.526356,1.41709e-05
2,-0.5,1,0.495852,0.719817,-0.485792,9.19522e-05
