x,y,z,directionX,directionY,directionZ,q_magnitude
-2.5,1.5,1.5,-0.359106,0.459906,-0.812114,1.14669e-05
-1.5,-1.5,-1.5,-0.0983789,0.166074,-0.981194,3.94431e-05
-1.25,-1.25,-1.25,-0.016724,0.226061,-0.97397,1.56676e-05
-1,-1.5,-1,-0.0424567,0.180237,-0.982707,5.14766e-05
-0.75,-1.25,-0.75,-0.138757,0.0554757,-0.988771,1.47511e-05
-1.5,-1,-1,-0.0632164,0.281058,-0.957607,7.22854e-05
-1.25,-0.75,-0.75,-0.226576,0.161382,-0.960531,2.06716e-05
-1,-1,-1.5,-0.117833,0.176711,-0.977184,5.32045e-05
-0.75,-0.75,-1.25,-0.0944126,0.179314,-0.979251,1.9809e-05
-1.5,-1.5,-0.5,-0.029963,0.264175,-0.964009,5.85692e-05
-1.25,-1.25,-0.25,-0.27921,0.0178117,-0.960065,1.41078e-05
-1,-1.5,0,-0.060994,0.244319,-0.967775,5.46065e-05
-0.75,-1.25,0.25,-0.337779,-0.117423,-0.933872,1.10735e-05
-1.5,-1,0,-0.0721489,0.341427,-0.937135,7.13141e-05
-1.25,-0.75,0.25,-0.457594,-0.0498024,-0.887765,1.3324e-05
-1,-1,-0.5,-0.0695125,0.2672,-0.961131,7.4666e-05
-0.75,-0.75,-0.25,-0.33733,-0.0236023,-0.941091,1.58297e-05
-1.5,-1.5,0.5,-0.0689997,0.308657,-0.948668,4.72566e-05
-1.25,-1.25,0.75,-0.461603,-0.155511,-0.873349,8.83752e-06
-1,-1.5,1,-0.0968902,0.279002,-0.95539,3.41882e-05
-0.75,-1.25,1.25,-0.400098,-0.3159,-0.860308,5.24106e-06
-1.5,-1,1,-0.11639,0.356421,-0.927048,3.86831e-05
-1.25,-0.75,1.25,-0.515874,-0.199975,-0.832997,5.74052e-06
-1,-1,0.5,-0.121661,0.303541,-0.945019,5.32965e-05
-0.75,-0.75,0.75,-0.439718,-0.172702,-0.881375,8.31106e-06
-1.5,-1.5,1.5,-0.104877,0.330302,-0.938031,2.35713e-05
-1,-1,1.5,-0.138681,0.314461,-0.939086,2.29721e-05
-1.5,-0.5,-1.5,-0.109858,0.29602,-0.948843,7.93538e-05
-1.25,-0.25,-1.25,-0.152151,0.244629,-0.957605,2.65706e-05
-1,-0.5,-1,-0.110246,0.282833,-0.952812,9.53075e-05
-0.75,-0.25,-0.75,-0.304926,0.128926,-0.943609,2.43305e-05
-1.5,0,-1,-0.0921552,0.390906,-0.915806,0.000141021
-1.25,0.25,-0.75,-0.383498,0.211266,-0.899053,3.12207e-05
-1,0,-1.5,-0.154263,0.300013,-0.941379,0.000108401
-0.75,0.25,-1.25,-0.258492,0.212974,-0.942244,3.20852e-05
-1.5,-0.5,-0.5,-0.0897697,0.363732,-0.927168,0.000103562
-1.25,-0.25,-0.25,-0.422965,0.123742,-0.897657,2.19397e-05
-1,-0.5,0,-0.132122,0.334517,-0.933082,8.22454e-05
-0.75,-0.25,0.25,-0.474151,-0.075778,-0.877176,1.25507e-05
-1.5,0,0,-0.156561,0.413822,-0.896794,0.000100835
-1.25,0.25,0.25,-0.499992,0.0859738,-0.861752,1.48295e-05
-1,0,-0.5,-0.159803,0.353577,-0.921654,0.000122523
-0.75,0.25,-0.25,-0.451764,0.0922427,-0.887356,2.04191e-05
-1.5,-0.5,0.5,-0.128341,0.393181,-0.91046,6.27676e-05
-1.25,-0.25,0.75,-0.52945,-0.102363,-0.842143,8.81105e-06
-1,-0.5,1,-0.174722,0.331124,-0.92727,3.65838e-05
-0.75,-0.25,1.25,-0.437205,-0.206148,-0.875417,4.52521e-06
-1.5,0,1,-0.180648,0.394423,-0.900998,3.60427e-05
-1.25,0.25,1.25,-0.531895,-0.0934058,-0.841643,4.50141e-06
-1,0,0.5,-0.2019,0.359906,-0.910881,5.76596e-05
-0.75,0.25,0.75,-0.47219,-0.0465766,-0.880265,6.83952e-06
-1.5,-0.5,1.5,-0.162756,0.368997,-0.915069,2.27131e-05
-1,0,1.5,-0.27991,0.290157,-0.915128,1.78312e-05
-1.5,0.5,-1.5,-0.151631,0.405016,-0.901648,0.000173651
-1.25,0.75,-1.25,-0.280157,0.343164,-0.896521,5.04716e-05
-1,0.5,-1,-0.169113,0.381523,-0.908758,0.000172834
-0.75,0.75,-0.75,-0.410298,0.21467,-0.886325,3.03023e-05
-1.5,1,-1,-0.169884,0.456911,-0.873139,0.000232935
-1.25,1.25,-0.75,-0.405574,0.30383,-0.862089,3.45156e-05
-1,1,-1.5,-0.2046,0.396779,-0.894821,0.000220993
-0.75,1.25,-1.25,-0.364697,0.280945,-0.887731,4.16558e-05
-1.5,0.5,-0.5,-0.141408,0.443143,-0.885228,0.000156498
-1.25,0.75,-0.25,-0.448391,0.229724,-0.863813,2.275e-05
-1,0.5,0,-0.250195,0.371078,-0.894261,8.93331e-05
-0.75,0.75,0.25,-0.489923,0.0408487,-0.870808,1.04495e-05
-1.5,1,0,-0.260718,0.389362,-0.883416,7.54692e-05
-1.25,1.25,0.25,-0.511697,0.0760628,-0.855793,6.46307e-06
-1,1,-0.5,-0.234022,0.403833,-0.884394,0.000135871
-0.75,1.25,-0.25,-0.514898,0.0798958,-0.85352,9.58707e-06
-1.5,0.5,0.5,-0.242146,0.38637,-0.889991,5.49024e-05
-1.25,0.75,0.75,-0.551643,-0.00236038,-0.834077,7.57356e-06
-1,0.5,1,-0.308674,0.31769,-0.896545,2.80096e-05
-0.75,0.75,1.25,-0.50195,-0.290678,-0.814587,2.01773e-06
-1.5,1,1,-0.319051,0.350713,-0.880459,2.36946e-05
-1.25,1.25,1.25,-0.573552,-0.153769,-0.804608,2.09825e-06
-1,1,0.5,-0.373353,0.27036,-0.887419,3.89678e-05
-0.75,1.25,0.75,-0.519359,-0.13848,-0.843261,3.06828e-06
-1.5,0.5,1.5,-0.356747,0.290856,-0.887769,1.46316e-05
-1,1,1.5,-0.420386,0.222507,-0.87964,1.05732e-05
-1.5,1.5,-1.5,-0.11707,0.486834,-0.865614,0.000317656
-1,1.5,-1,-0.239681,0.403791,-0.882896,0.000181964
-1.5,1.5,-0.5,-0.168573,0.445011,-0.879516,0.000119486
-1,1.5,0,-0.324346,0.348614,-0.879357,5.66166e-05
-1.5,1.5,0.5,-0.339351,0.373354,-0.863393,3.5146e-05
-1,1.5,1,-0.449337,0.240642,-0.860342,1.53103e-05
-1.5,1.5,1.5,-0.465881,0.266349,-0.843809,9.37649e-06
-0.5,-1.5,-1.5,-0.0825358,0.0726557,-0.993936,3.73071e-05
-0.25,-1.25,-1.25,-0.0318406,0.0994211,-0.994536,1.38664e-05
0,-1.5,-1,-0.0685785,0.0861939,-0.993915,4.72451e-05
0.25,-1.25,-0.75,-0.13247,-0.0373111,-0.990485,1.329e-05
-0.5,-1,-1,-0.0837621,0.180173,-0.980062,6.58574e-05
-0.25,-0.75,-0.75,-0.218617,0.0029485,-0.975806,1.69172e-05
0,-1,-1.5,-0.122559,0.0712127,-0.989903,4.75632e-05
0.25,-0.75,-1.25,-0.120612,0.0388123,-0.991941,1.61159e-05
-0.5,-1.5,-0.5,-0.0575928,0.17023,-0.98372,5.47816e-05
-0.25,-1.25,-0.25,-0.226152,-0.0803697,-0.970771,1.27296e-05
0,-1.5,0,-0.0847521,0.151399,-0.984833,4.88931e-05
0.25,-1.25,0.25,-0.247933,-0.241312,-0.938242,8.92161e-06
-0.5,-1,0,-0.117713,0.237798,-0.964155,6.33793e-05
-0.25,-0.75,0.25,-0.365449,-0.145127,-0.919448,1.10105e-05
0,-1,-0.5,-0.119408,0.161739,-0.979583,6.48631e-05
0.25,-0.75,-0.25,-0.28929,-0.116512,-0.950124,1.31988e-05
-0.5,-1.5,0.5,-0.0909406,0.218674,-0.971551,4.35451e-05
-0.25,-1.25,0.75,-0.321654,-0.281022,-0.904193,7.10548e-06
0,-1.5,1,-0.129798,0.180385,-0.974994,2.9857e-05
0.25,-1.25,1.25,-0.240492,-0.333869,-0.911425,4.21084e-06
-0.5,-1,1,-0.147284,0.264973,-0.952941,3.40655e-05
-0.25,-0.75,1.25,-0.343811,-0.333532,-0.87781,4.20835e-06
0,-1,0.5,-0.148824,0.205008,-0.967379,4.48781e-05
0.25,-0.75,0.75,-0.289034,-0.29639,-0.910281,5.9209e-06
-0.5,-1.5,1.5,-0.12217,0.236386,-0.963948,2.16819e-05
0,-1,1.5,-0.175289,0.206588,-0.962598,1.9041e-05
-0.5,-0.5,-1.5,-0.166032,0.17994,-0.969564,7.05583e-05
-0.25,-0.25,-1.25,-0.197416,0.140141,-0.970251,2.39661e-05
0,-0.5,-1,-0.152008,0.177527,-0.972305,8.10135e-05
0.25,-0.25,-0.75,-0.311941,-0.0373443,-0.949367,1.7739e-05
-0.5,0,-1,-0.184396,0.278233,-0.942647,0.000118626
-0.25,0.25,-0.75,-0.385252,0.0946636,-0.917943,2.45326e-05
0,0,-1.5,-0.235677,0.181677,-0.954699,9.01223e-05
0.25,0.25,-1.25,-0.313431,0.10296,-0.944013,2.56047e-05
-0.5,-0.5,-0.5,-0.134845,0.262181,-0.955551,8.96005e-05
-0.25,-0.25,-0.25,-0.395101,-0.0561802,-0.916918,1.58561e-05
0,-0.5,0,-0.193722,0.222215,-0.955559,6.6369e-05
0.25,-0.25,0.25,-0.342068,-0.155195,-0.926771,8.87725e-06
-0.5,0,0,-0.213423,0.312965,-0.925475,8.19748e-05
-0.25,0.25,0.25,-0.414634,-0.0256541,-0.909627,9.58919e-06
0,0,-0.5,-0.219359,0.249795,-0.943124,9.59626e-05
0.25,0.25,-0.25,-0.381555,-0.0318434,-0.923798,1.24705e-05
-0.5,-0.5,0.5,-0.188,0.283363,-0.940405,5.29363e-05
-0.25,-0.25,0.75,-0.382307,-0.172256,-0.907838,6.54067e-06
0,-0.5,1,-0.19567,0.232272,-0.952766,2.89864e-05
0.25,-0.25,1.25,-0.254026,-0.258631,-0.931977,2.95718e-06
-0.5,0,1,-0.254272,0.277076,-0.926593,2.95667e-05
-0.25,0.25,1.25,-0.389525,-0.264073,-0.882347,3.05569e-06
0,0,0.5,-0.250459,0.237786,-0.938471,4.26249e-05
0.25,0.25,0.75,-0.345637,-0.207857,-0.915058,4.26359e-06
-0.5,-0.5,1.5,-0.199753,0.276083,-0.940147,1.91409e-05
0,0,1.5,-0.274579,0.180413,-0.944488,1.27365e-05
-0.5,0.5,-1.5,-0.214787,0.299392,-0.92964,0.000139287
-0.25,0.75,-1.25,-0.328481,0.198358,-0.923447,3.29469e-05
0,0.5,-1,-0.269404,0.267583,-0.925106,0.000129777
0.25,0.75,-0.75,-0.41583,0.0590367,-0.907524,1.7325e-05
-0.5,1,-1,-0.253226,0.365179,-0.895835,0.00017254
-0.25,1.25,-0.75,-0.476471,0.103292,-0.873101,1.23258e-05
0,1,-1.5,-0.281705,0.304615,-0.909864,0.000156611
0.25,1.25,-1.25,-0.452542,0.0984041,-0.886297,1.46308e-05
-0.5,0.5,-0.5,-0.250012,0.331085,-0.909877,0.000123315
-0.25,0.75,-0.25,-0.445094,0.0511568,-0.894022,1.40269e-05
0,0.5,0,-0.284741,0.253545,-0.924466,5.8838e-05
0.25,0.75,0.25,-0.425105,-0.226131,-0.876442,3.5576e-06
-0.5,1,0,-0.339667,0.253389,-0.905771,5.54772e-05
-0.25,1.25,0.25,-0.477691,-0.0857054,-0.874337,4.20808e-06
0,1,-0.5,-0.342898,0.222241,-0.912705,7.27443e-05
0.25,1.25,-0.25,-0.462838,-0.0576423,-0.884567,5.50022e-06
-0.5,0.5,0.5,-0.293179,0.291126,-0.910655,4.26239e-05
-0.25,0.75,0.75,-0.444649,-0.25575,-0.858417,2.66969e-06
0,0.5,1,-0.359977,0.0951416,-0.928097,1.63803e-05
0.25,0.75,1.25,-0.244272,-0.352094,-0.903527,1.16292e-06
-0.5,1,1,-0.423075,0.193861,-0.885113,1.70853e-05
-0.25,1.25,1.25,-0.44672,-0.470793,-0.760786,1.38755e-06
0,1,0.5,-0.408398,0.18051,-0.894778,2.39336e-05
0.25,1.25,0.75,-0.434343,-0.448932,-0.7809,1.85714e-06
-0.5,0.5,1.5,-0.391415,0.127678,-0.911314,1.13116e-05
0,1,1.5,-0.471851,0.0196272,-0.88146,6.3968e-06
-0.5,1.5,-1.5,-0.249196,0.383807,-0.889153,0.000221923
0,1.5,-1,-0.316713,0.316013,-0.894331,9.93909e-05
-0.5,1.5,-0.5,-0.32039,0.333744,-0.886547,8.08144e-05
0,1.5,0,-0.427606,0.203011,-0.880874,3.23004e-05
-0.5,1.5,0.5,-0.44293,0.212666,-0.870969,2.37227e-05
0,1.5,1,-0.505747,0.0440264,-0.861558,9.18388e-06
-0.5,1.5,1.5,-0.512958,0.058525,-0.856416,6.09971e-06
0.5,-1.5,-1.5,-0.101995,-0.0159828,-0.994657,3.39966e-05
0.75,-1.25,-1.25,-0.0709473,0.0133682,-0.99739,1.23832e-05
1,-1.5,-1,-0.0986445,0.00191111,-0.995121,4.13712e-05
1.25,-1.25,-0.75,-0.132494,-0.143706,-0.980711,1.06183e-05
0.5,-1,-1,-0.131898,0.0758806,-0.988355,5.6479e-05
0.75,-0.75,-0.75,-0.217625,-0.0833547,-0.972467,1.41627e-05
1,-1,-1.5,-0.164832,-0.027209,-0.985946,4.07736e-05
1.25,-0.75,-1.25,-0.169505,-0.0408255,-0.984683,1.34428e-05
0.5,-1.5,-0.5,-0.0857823,0.0790061,-0.993176,4.82669e-05
0.75,-1.25,-0.25,-0.180841,-0.195029,-0.963981,1.02402e-05
1,-1.5,0,-0.131376,0.054461,-0.989835,4.05762e-05
1.25,-1.25,0.25,-0.184226,-0.277906,-0.942777,7.04603e-06
0.5,-1,0,-0.151843,0.137522,-0.978791,5.20243e-05
0.75,-0.75,0.25,-0.253856,-0.273016,-0.927911,7.69963e-06
1,-1,-0.5,-0.15741,0.0643253,-0.985436,5.24535e-05
1.25,-0.75,-0.25,-0.233331,-0.245471,-0.940904,9.16667e-06
0.5,-1.5,0.5,-0.128919,0.119585,-0.984418,3.67799e-05
0.75,-1.25,0.75,-0.206044,-0.310795,-0.927875,5.64826e-06
1,-1.5,1,-0.146559,0.0874925,-0.985325,2.36374e-05
1.25,-1.25,1.25,-0.101218,-0.377121,-0.920617,2.97836e-06
0.5,-1,1,-0.172277,0.156368,-0.972558,2.65274e-05
0.75,-0.75,1.25,-0.15214,-0.32567,-0.933163,3.04407e-06
1,-1,0.5,-0.184591,0.0939867,-0.978311,3.33923e-05
1.25,-0.75,0.75,-0.156819,-0.304995,-0.939354,4.10822e-06
0.5,-1.5,1.5,-0.140821,0.146787,-0.979093,1.8008e-05
1,-1,1.5,-0.15753,0.10978,-0.981393,1.36118e-05
0.5,-0.5,-1.5,-0.188155,0.0707586,-0.979587,5.89427e-05
0.75,-0.25,-1.25,-0.226489,-0.0102458,-0.97396,1.73639e-05
1,-0.5,-1,-0.2184,0.0659017,-0.973632,6.30128e-05
1.25,-0.25,-0.75,-0.313615,-0.134196,-0.94002,1.25487e-05
0.5,0,-1,-0.238097,0.172604,-0.955781,9.09132e-05
0.75,0.25,-0.75,-0.372461,-0.0431809,-0.927043,1.49065e-05
1,0,-1.5,-0.278063,0.0721059,-0.957853,6.79974e-05
1.25,0.25,-1.25,-0.343009,-0.023288,-0.939043,1.56166e-05
0.5,-0.5,-0.5,-0.200817,0.149654,-0.96813,7.06823e-05
0.75,-0.25,-0.25,-0.323567,-0.15162,-0.933978,1.11284e-05
1,-0.5,0,-0.224545,0.11096,-0.968126,4.6583e-05
1.25,-0.25,0.25,-0.242537,-0.224232,-0.943873,5.36176e-06
0.5,0,0,-0.262381,0.182449,-0.947559,5.43824e-05
0.75,0.25,0.25,-0.336353,-0.182788,-0.923826,5.66868e-06
1,0,-0.5,-0.299766,0.119842,-0.946456,6.18066e-05
1.25,0.25,-0.25,-0.350528,-0.167624,-0.921429,7.03247e-06
0.5,-0.5,0.5,-0.204081,0.176033,-0.962997,3.89373e-05
0.75,-0.25,0.75,-0.232072,-0.22851,-0.945476,4.11357e-06
1,-0.5,1,-0.212236,0.0985666,-0.972235,1.86746e-05
1.25,-0.25,1.25,-0.10254,-0.356279,-0.928736,1.87536e-06
0.5,0,1,-0.263563,0.14103,-0.954277,1.83283e-05
0.75,0.25,1.25,-0.116081,-0.462066,-0.879216,1.10691e-06
1,0,0.5,-0.27577,0.0930917,-0.956705,2.42361e-05
1.25,0.25,0.75,-0.148653,-0.417688,-0.896348,1.45005e-06
0.5,-0.5,1.5,-0.203535,0.145034,-0.968266,1.35611e-05
1,0,1.5,-0.289312,-0.072375,-0.954495,6.78087e-06
0.5,0.5,-1.5,-0.316623,0.181975,-0.930932,0.000104253
0.75,0.75,-1.25,-0.407746,0.0502807,-0.91171,1.96353e-05
1,0.5,-1,-0.36366,0.156419,-0.918305,7.95893e-05
1.25,0.75,-0.75,-0.45465,-0.144779,-0.878824,5.513e-06
0.5,1,-1,-0.367292,0.189626,-0.91057,8.53654e-05
0.75,1.25,-0.75,-0.487577,-0.0744893,-0.869897,6.97757e-06
1,1,-1.5,-0.395714,0.181947,-0.90017,9.53056e-05
1.25,1.25,-1.25,-0.512336,-0.0842205,-0.854646,8.16969e-06
0.5,0.5,-0.5,-0.310605,0.202681,-0.928679,7.16923e-05
0.75,0.75,-0.25,-0.440001,-0.189952,-0.877677,4.60023e-06
1,0.5,0,-0.353644,0.0298747,-0.934903,2.83298e-05
1.25,0.75,0.25,-0.280845,-0.271054,-0.920682,2.07953e-06
0.5,1,0,-0.412201,0.161061,-0.896744,3.13375e-05
0.75,1.25,0.25,-0.448817,-0.414884,-0.791476,2.3999e-06
1,1,-0.5,-0.429569,0.136854,-0.892604,3.78575e-05
1.25,1.25,-0.25,-0.484431,-0.375062,-0.790351,3.02819e-06
0.5,0.5,0.5,-0.341417,0.0657478,-0.937609,2.22914e-05
0.75,0.75,0.75,-0.236772,-0.297124,-0.925017,1.58936e-06
1,0.5,1,-0.404979,-0.0104714,-0.914266,9.11755e-06
1.25,0.75,1.25,-0.0161101,-0.620214,-0.784267,7.0534e-07
0.5,1,1,-0.461624,0.00437332,-0.887065,8.97288e-06
0.75,1.25,1.25,-0.0667153,-0.702518,-0.708532,7.68509e-07
1,1,0.5,-0.459721,-0.00585282,-0.888044,1.17501e-05
1.25,1.25,0.75,-0.0982089,-0.660424,-0.744443,9.94044e-07
0.5,0.5,1.5,-0.406505,0.0125417,-0.913563,6.73117e-06
1,1,1.5,-0.434306,-0.177544,-0.883095,3.2468e-06
0.5,1.5,-1.5,-0.30198,0.309451,-0.901692,0.000120771
1,1.5,-1,-0.409741,0.191101,-0.89196,4.9049e-05
0.5,1.5,-0.5,-0.419851,0.195059,-0.886384,4.08268e-05
1,1.5,0,-0.488294,0.0498399,-0.871255,1.58434e-05
0.5,1.5,0.5,-0.495663,0.0442893,-0.867385,1.24925e-05
1,1.5,1,-0.480254,-0.184467,-0.857513,4.19976e-06
0.5,1.5,1.5,-0.489295,-0.192086,-0.850702,3.06816e-06
1.5,-1.5,-1.5,-0.127655,-0.0863657,-0.988051,2.9896e-05
1.75,-1.25,-1.25,-0.110373,-0.0868888,-0.990085,9.75267e-06
2,-1.5,-1,-0.162397,-0.0758573,-0.983805,3.44072e-05
2.25,-1.25,-0.75,-0.183988,-0.1955,-0.96329,8.33441e-06
1.5,-1,-1,-0.174429,-0.0141086,-0.984569,4.55695e-05
1.75,-0.75,-0.75,-0.223023,-0.202926,-0.953458,9.85049e-06
2,-1,-1.5,-0.203589,-0.104248,-0.97349,3.34786e-05
2.25,-0.75,-1.25,-0.206815,-0.141738,-0.968059,9.38031e-06
1.5,-1.5,-0.5,-0.140971,-0.0113891,-0.989948,3.98092e-05
1.75,-1.25,-0.25,-0.176082,-0.240178,-0.954626,8.04493e-06
2,-1.5,0,-0.179478,-0.0341784,-0.983168,3.11365e-05
2.25,-1.25,0.25,-0.147002,-0.328118,-0.933128,4.78326e-06
1.5,-1,0,-0.202382,0.0277967,-0.978912,3.78544e-05
1.75,-0.75,0.25,-0.181564,-0.293552,-0.938542,5.19822e-06
2,-1,-0.5,-0.227743,-0.038073,-0.972977,3.8381e-05
2.25,-0.75,-0.25,-0.223823,-0.280526,-0.933385,6.11529e-06
1.5,-1.5,0.5,-0.160503,0.0259276,-0.986695,2.84364e-05
1.75,-1.25,0.75,-0.116883,-0.350296,-0.929317,3.91638e-06
2,-1.5,1,-0.187785,-0.0145294,-0.982103,1.66747e-05
2.25,-1.25,1.25,-0.0598709,-0.3379,-0.939276,1.99391e-06
1.5,-1,1,-0.179744,0.0484356,-0.98252,1.7973e-05
1.75,-0.75,1.25,-0.0587552,-0.318519,-0.946094,1.9313e-06
2,-1,0.5,-0.213594,-0.0144387,-0.976816,2.19517e-05
2.25,-0.75,0.75,-0.106746,-0.3086,-0.945183,2.48222e-06
1.5,-1.5,1.5,-0.158065,0.0415991,-0.986552,1.30753e-05
2,-1,1.5,-0.188012,-0.025036,-0.981848,8.3225e-06
1.5,-0.5,-1.5,-0.256525,-0.0361613,-0.965861,4.64833e-05
1.75,-0.25,-1.25,-0.302691,-0.0919214,-0.948646,1.26227e-05
2,-0.5,-1,-0.280568,-0.0302026,-0.959359,4.52592e-05
2.25,-0.25,-0.75,-0.307213,-0.221236,-0.925567,7.37751e-06
1.5,0,-1,-0.337899,0.0513159,-0.939782,6.07317e-05
1.75,0.25,-0.75,-0.371452,-0.152049,-0.915917,8.14539e-06
