x,y,z,directionX,directionY,directionZ,q_magnitude
2.25,0.25,-0.25,0.512615,0.430675,-0.742795,1.10478e-05
1.5,-0.5,0.5,0.664929,-0.0829609,-0.742285,0.000315681
1.75,-0.25,0.75,0.575389,0.218867,-0.788051,0.000103299
2,-0.5,1,0.620507,0.0758914,-0.78052,0.000411813
2.25,-0.25,1.25,0.60076,-0.0321467,-0.798783,0.000103815
1.5,0,1,0.601337,0.0166638,-0.798822,0.000469887
1.75,0.25,1.25,0.564975,-0.0721558,-0.821947,0.000115189
2,0,0.5,0.617558,-0.134304,-0.774974,0.000302346
2.25,0.25,0.75,0.550958,0.114066,-0.826701,8.76758e-05
1.5,-0.5,1.5,0.600117,0.244308,-0.761691,0.000405812
2,0,1.5,0.573178,0.169808,-0.801644,0.000341294
1.5,0.5,-1.5,0.847183,-0.364404,-0.38664,2.0363e-06
1.75,0.75,-1.25,0.762578,0.213078,-0.610797,3.89584e-07
2,0.5,-1,0.77594,-0.0862695,-0.624879,1.13152e-05
2.25,0.75,-0.75,0.578511,0.394458,-0.713953,3.19587e-06
1.5,1,-1,0.689771,-0.331798,-0.643527,7.6322e-06
1.75,1.25,-0.75,0.475714,0.185561,-0.859804,1.95397e-06
2,1,-1.5,0.883083,-0.242061,-0.401958,3.17614e-06
2.25,1.25,-1.25,0.817521,0.0824194,-0.569971,8.10806e-07
1.5,0.5,-0.5,0.65698,-0.177844,-0.732632,3.00167e-05
1.75,0.75,-0.25,0.461988,0.346954,-0.816205,8.1499e-06
2,0.5,0,0.61729,-0.145303,-0.773202,0.000110704
2.25,0.75,0.25,0.496195,0.230047,-0.837179,2.4973e-05
1.5,1,0,0.571604,-0.258338,-0.778801,9.10736e-05
1.75,1.25,0.25,0.461276,0.178467,-0.869123,2.12732e-05
2,1,-0.5,0.644588,-0.192759,-0.739831,3.4589e-05
2.25,1.25,-0.25,0.507033,0.219539,-0.833499,8.47798e-06
1.5,0.5,0.5,0.587439,-0.20615,-0.782571,0.000296426
1.75,0.75,0.75,0.523214,0.0712375,-0.849218,8.62018e-05
2,0.5,1,0.555351,-0.0528498,-0.829935,0.000395029
2.25,0.75,1.25,0.512579,-0.161406,-0.843333,9.221e-05
1.5,1,1,0.524335,-0.127265,-0.841948,0.000396719
1.75,1.25,1.25,0.469137,-0.216951,-0.856062,9.01798e-05
2,1,0.5,0.533028,-0.262757,-0.804263,0.000271654
2.25,1.25,0.75,0.489399,-0.0420883,-0.871044,6.81324e-05
1.5,0.5,1.5,0.553092,0.107317,-0.826179,0.000371275
2,1,1.5,0.520166,0.0345656,-0.853366,0.000278981
1.5,1.5,-1.5,0.695854,-0.617807,-0.366199,1.97625e-06
2,1.5,-1,0.704067,-0.300465,-0.643436,9.91203e-06
1.5,1.5,-0.5,0.568151,-0.357697,-0.741119,2.46742e-05
2,1.5,0,0.532439,-0.299768,-0.791611,9.20487e-05
1.5,1.5,0.5,0.485556,-0.356762,-0.798095,0.000235317
2,1.5,1,0.472312,-0.200506,-0.858324,0.000309959
1.5,1.5,1.5,0.490147,-0.0327673,-0.871024,0.000280424
2.5,-1.5,-1.5,0.829946,0.453428,-0.324949,4.28991e-06
2.5,-1,-1,0.794997,0.242375,-0.556089,1.35939e-05
2.5,-1.5,-0.5,0.754787,0.172244,-0.632952,3.43203e-05
2.5,-1,0,0.700455,0.0229149,-0.713328,9.87767e-05
2.5,-1.5,0.5,0.70717,-0.0398021,-0.705922,0.000210313
2.5,-1,1,0.642147,0.113299,-0.758163,0.000328371
2.5,-1.5,1.5,0.629611,0.324943,-0.705693,0.000280601
2.5,-0.5,-1.5,0.881767,0.270202,-0.386624,4.76932e-06
2.5,0,-1,0.786083,0.084753,-0.612282,1.45297e-05
2.5,-0.5,-0.5,0.722507,0.0702215,-0.687788,4.05234e-05
2.5,0,0,0.643573,-0.074127,-0.761786,0.000109029
2.5,-0.5,0.5,0.642428,-0.101471,-0.759599,0.000253819
2.5,0,1,0.581564,0.0013195,-0.813499,0.000338952
2.5,-0.5,1.5,0.59346,0.215482,-0.775482,0.000289609
2.5,0.5,-1.5,0.89495,0.0403152,-0.444341,4.78838e-06
2.5,1,-1,0.748281,-0.106399,-0.654794,1.37379e-05
2.5,0.5,-0.5,0.676676,-0.0695434,-0.73299,4.08208e-05
2.5,1,0,0.572346,-0.205722,-0.793787,0.00010175
2.5,0.5,0.5,0.566052,-0.200619,-0.799586,0.00025839
2.5,1,1,0.508402,-0.13109,-0.851083,0.000298687
2.5,0.5,1.5,0.54537,0.0936735,-0.832945,0.000253707
2.5,1.5,-1.5,0.845119,-0.207148,-0.492813,4.45039e-06
2.5,1.5,-0.5,0.607531,-0.236713,-0.758204,3.5636e-05
2.5,1.5,0.5,0.473514,-0.330659,-0.816363,0.000219698
2.5,1.5,1.5,0.487908,-0.0374333,-0.872092,0.000186002
