index,x,y
10,98,41
79,74,44
14,108,43
16,119,43
1,112,72
81,63,47
74,83,66
73,47,68
9,96,66
8,131,63
66,67,73
23,144,88
88,35,94
67,82,114
2,97,114
72,48,103
7,131,102
108,60,103
43,118,103
103,71,113
39,110,99
71,47,119
38,107,113
6,131,116
68,74,157
3,103,155
4,125,145
69,52,144
