index,x,y
79,75,44
10,98,42
14,108,43
16,122,46
81,61,49
74,83,64
9,96,64
1,111,71
73,46,70
8,132,66
66,68,73
23,143,89
67,82,110
2,97,110
88,36,95
108,59,99
43,119,99
72,42,106
7,137,104
39,111,96
104,68,95
103,69,117
40,98,121
38,109,117
105,79,123
6,134,118
71,44,122
4,125,146
69,51,145
68,74,163
3,102,162
