index,x,y
81,55,49
75,82,46
10,97,41
16,126,49
79,70,47
14,111,47
9,102,61
73,39,71
74,77,63
20,134,66
8,140,72
67,84,111
2,95,112
18,147,80
54,89,86
85,52,75
104,60,88
40,99,128
39,118,88
105,80,132
88,38,95
83,54,83
23,138,95
59,106,117
124,72,120
103,63,120
53,89,133
38,115,120
7,144,112
72,35,114
90,55,108
25,123,108
71,43,127
6,137,125
109,68,131
44,110,131
5,134,140
70,43,142
102,67,152
37,111,152
69,52,166
4,126,166
52,87,151
68,77,182
3,103,180
