index,x,y
93,64,59
28,113,61
114,69,80
49,109,79
30,96,82
95,80,83
130,87,85
65,92,86
96,85,91
31,93,91
129,88,95
94,84,96
29,93,96
12,117,121
77,61,121
84,50,125
19,128,126
85,59,139
20,118,139
