index,x,y
10,99,41
14,104,43
79,75,42
1,112,71
66,67,70
74,83,66
8,129,61
9,96,67
73,47,68
81,66,50
23,144,88
88,33,94
67,83,116
2,96,116
72,49,102
7,129,101
108,61,103
43,117,103
71,50,118
6,127,114
68,74,152
3,103,151
4,125,144
69,52,144
