index,x,y
93,63,59
28,114,60
114,72,86
49,106,85
95,79,84
30,98,83
129,88,92
64,91,90
96,84,89
31,94,89
94,84,99
29,94,100
84,42,120
19,135,120
77,59,118
12,119,119
82,66,132
17,112,132
85,51,138
20,127,139
83,61,142
18,117,142
