index,x,y
1,113,68
9,96,66
74,83,66
66,65,70
8,129,62
73,47,67
23,144,88
88,33,93
7,123,98
72,54,99
67,84,125
2,95,126
71,60,111
6,119,110
108,65,100
43,113,100
68,74,150
3,104,150
4,125,138
69,53,140
