index,x,y
10,97,42
14,109,48
79,72,48
75,85,43
16,125,50
81,56,53
74,83,61
9,96,60
73,41,70
8,137,70
66,69,69
1,109,69
67,84,110
2,96,108
23,146,91
88,32,94
108,52,97
43,126,97
104,64,91
39,114,90
105,80,113
40,99,114
54,89,93
38,113,121
103,65,121
53,89,122
7,147,111
72,31,113
71,41,127
6,139,125
5,135,135
4,125,156
69,52,156
70,37,140
102,72,150
37,106,150
3,102,174
68,75,174
