index,x,y
10,98,43
14,108,45
16,124,48
79,75,45
81,58,50
74,83,63
9,96,63
1,110,69
73,45,72
66,70,69
8,134,69
23,142,89
67,82,108
2,97,106
108,58,97
43,120,98
88,35,95
104,66,92
39,112,92
105,80,117
40,98,116
38,110,120
7,143,107
103,68,121
72,36,110
6,136,120
71,42,123
53,89,117
4,125,148
69,51,145
5,135,137
68,74,168
3,101,167
