index,x,y
9,96,64
1,114,68
74,83,65
66,63,71
8,130,63
73,47,67
23,143,89
7,120,97
88,32,93
72,57,98
6,116,108
71,62,110
68,75,144
3,103,144
67,86,125
2,94,125
4,124,135
69,53,138
