index,x,y
16,108,28
81,73,29
10,99,27
11,103,50
15,127,40
76,78,54
80,53,43
77,59,64
12,124,65
93,79,69
28,99,69
19,141,82
84,39,81
85,29,99
20,148,98
46,131,97
111,47,96
78,70,94
97,83,92
32,95,92
13,108,94
128,84,102
63,95,103
41,113,95
27,119,100
92,58,103
106,65,98
18,140,124
83,40,126
90,53,136
25,124,137
110,62,138
45,115,138
89,83,166
24,96,164
87,74,167
22,104,167
70,44,157
86,61,167
21,117,167
5,134,157
67,89,156
2,91,155
102,74,166
37,104,166
69,52,177
4,126,177
