index,x,y
10,97,41
79,71,49
14,110,48
75,84,44
16,126,50
81,56,53
9,99,61
73,40,70
74,81,62
8,137,70
1,112,71
67,84,108
2,95,107
66,66,73
18,141,79
23,145,92
88,33,94
108,52,100
54,89,90
43,126,100
104,62,90
39,116,90
105,79,111
40,99,112
38,114,122
103,64,122
53,89,123
7,147,112
72,31,113
71,41,127
6,139,126
5,134,136
70,40,140
69,52,159
4,126,159
102,72,151
37,107,151
68,76,175
3,102,175
